,MaterialNumber,SubstituteMaterialNumber,SubstitutionType
9247,AMBD3658021Z,DYNJAACALLDIV,Direct Cross
9248,AMBDFP211061,DYNJAACALLDIV,Direct Cross
9249,AMBDFP2706121,DYNJAACALLDIV,Direct Cross
9250,AMBDP1606121,DYNJAPF6002,Direct Cross
9251,AMBDP1606121,FBDPDP1606121,Direct Cross
9252,AMBF2766121Z,DYNJAACALLDIV,Direct Cross
9253,AMBF31156121Z,DYNJAACALLDIV,Direct Cross
9254,AMBF31161768Z,DYNJAACALLDIV,Direct Cross
9255,AMBF31166121Z,AMBUF31166121,Direct Cross
9256,AMBF31166121Z,DYNJAACALLDIV,Direct Cross
9257,AMBF375V6121Z,DYNJAACALLDIV,Direct Cross
9258,AMBF41166121Z,DYNJAACALLDIV,Direct Cross
9259,AMBF92102,DYNJAACALLDIV,Direct Cross
9260,AMBF95034,VSIAFN510X4,Direct Cross
9261,AMBF95034,WWS9432,Direct Cross
9262,AMBG40400,DYNJ300,Direct Cross
9263,AMBK1122,DYNJAAMASK32B,Direct Cross
9264,AMBK1122,VSI6820BG,Direct Cross
9265,AMBKLTSD422,ISU8202000,Class of Trade Cross
9266,AMBKLTSD423,HUDALBF030SU,Direct Cross
9267,AMBKLTSD423,ISU8703030,Direct Cross
9268,AMBKLTSD425,HUDALBF050SU,Direct Cross
9269,AMBKLTSD425,ISU8705030,Direct Cross
9270,AMBKNC66121Z,DYNJAACALLDIV,Direct Cross
9271,AMBKNCF37061,DYNJAACALLDIV,Direct Cross
9272,AMBL00S25BX,MDSLFSVB01,Direct Cross
9273,AMBM00A50BX,MDSLFSVB01,Direct Cross
9274,AMBM00F50BX,MDSLFSVB01,Direct Cross
9275,AMBM00S50,AMBM00S50BX,Direct Cross
9276,AMBM00S50,CND1510030,Class of Trade Cross
9277,AMBM00S50BX,AMBM00S50,Direct Cross
9278,AMBMD120,DYNJAACALLDIV,Direct Cross
9279,AMBMD120,KNGMD120,Direct Cross
9280,AMBMS101,DYNJAPHME17,Direct Cross
9281,AMBNCF37561Z,DYNJAACALLDIV,Direct Cross
9282,AMBP00S10BX,MDSLFSVB01,Direct Cross
9283,AMBPD16061Z,DYNJAACALLDIV,Direct Cross
9284,AMBPDP16061,DYNJAACALLDIV,Direct Cross
9285,AMBPDP16061,DYNJAPF6002,Direct Cross
9286,AMBQ00S25BX,MDSLFSVB01,Direct Cross
9287,AMBR00S10,AMBR00S10BX,Direct Cross
9288,AMBR00S10,MDSLFSVB01,Direct Cross
9289,AMBR00S10BX,AMBR00S10,Direct Cross
9290,AMBR00S25,MDSLFSVB01,Direct Cross
9291,AMBR00S25BX,AMBR00S5BX,Direct Cross
9292,AMBR00S25BX,MDSLFSVB01,Direct Cross
9293,AMBR00S3BX,MDSLFSVB01,Direct Cross
9294,AMBR00S5BX,AMBR00S25BX,Direct Cross
9295,AMBR00S5BX,MDSLFSVB01,Direct Cross
9296,AMBR00S5CS,MDSLFSVB01,Direct Cross
9297,AMBSP00S10,AMBSP00S10BX,Direct Cross
9298,AMBSP00S10,AMBSP00S50,Direct Cross
9299,AMBSP00S10,MDSLFSVB01,Direct Cross
9300,AMBSP00S10BX,AMBSP00S10,Direct Cross
9301,AMBSP00S10BX,AMBSP00S10CS,Direct Cross
9302,AMBSP00S10BX,MDSLFSVB01,Direct Cross
9303,AMBSP00S10CS,AMBSP00S10BX,Direct Cross
9304,AMBSP00S10CS,MDSLFSVB01,Direct Cross
9305,AMBSP00S4BX,MDSLFSVB01,Direct Cross
9306,AMBSP00S50,AMBSP00S10,Direct Cross
9307,AMBSP00S50,AMBSP00S50BX,Direct Cross
9308,AMBSP00S50,CND1510030,Class of Trade Cross
9309,AMBSP00S50,MDSLFSVB01,Direct Cross
9310,AMBSP00S50BX,AMBSP00S50,Direct Cross
9311,AMBSP00S50BX,MDSLFSVB01,Direct Cross
9312,AMBSP00S50BX,NDAFSTB,Direct Cross
9313,AMBSP00S50CS,MDSLFSVB01,Direct Cross
9314,AMBSU00C,AMBSU00C100BX,Direct Cross
9315,AMBSU00C,CND1915100,Class of Trade Cross
9316,AMBSU00C100BX,AMBSU00C,Direct Cross
9317,AMBU012061,DYNJAACALLDIV,Direct Cross
9318,AMBUF31166121,AMBF31166121Z,Direct Cross
9319,AMBUF31166121,DYNJAACALLDIV,Direct Cross
9320,AMBVLC00S10BX,MDSLFSVB01,Direct Cross
9321,AMBWS00S50,AMBWS00S50BX,Direct Cross
9322,AMBWS00S50,MDSM611950,Direct Cross
9323,AMBWS00S50,MMM2228,Class of Trade Cross
9324,AMBWS00S50BX,AMBWS00S50,Direct Cross
9325,AMBWS00S5BX,MDSM611905,Direct Cross
9326,AMD013648T,63650RT,Direct Cross
9327,AMD07CA105,4951E,Direct Cross
9328,AMD07CA105,DYNJE4400,Direct Cross
9329,AMD08CC167A,DYNJSD3000NS,Similar Cross
9330,AMD08CC167A,LG3000-A,Direct Cross
9331,AMD10102,2000S,Direct Cross
9332,AMD10102,2002S,Direct Cross
9333,AMD10102,DYNJDEC06,Direct Cross
9334,AMD10102,DYNJDEC09,Direct Cross
9335,AMD10102,MCK2000S,Direct Cross
9336,AMD10102,MCK2002S,Direct Cross
9337,AMD10106,2002S,Direct Cross
9338,AMD10106,2006S,Direct Cross
9339,AMD10106,DYNJDEC03,Direct Cross
9340,AMD10106,DYNJDEC06,Direct Cross
9341,AMD10106,DYNJDEC09,Direct Cross
9342,AMD10106,MCK2002S,Direct Cross
9343,AMD10106,MCK2006S,Direct Cross
9344,AMD10108,2008S,Direct Cross
9345,AMD10108,DYNJDEC03,Direct Cross
9346,AMD10108,DYNJDEC06,Direct Cross
9347,AMD10108,MCK2008S,Direct Cross
9348,AMD2019,J-J2019,Direct Cross
9349,AMD20PMT03,PC3787,Direct Cross
9350,AMD25FF458,PC1288,Direct Cross
9351,AMD25FF524,PC1291,Direct Cross
9352,AMD25FF596,PC1308,Direct Cross
9353,AMD25FF624,PC1416,Direct Cross
9354,AMD25FF636,PC1290,Direct Cross
9355,AMD25FF696NG,PC1292NG,Direct Cross
9356,AMD363604,5084S,Direct Cross
9357,AMDKP26,60050S,Direct Cross
9358,AMDKP26,DYNJE60050S,Direct Cross
9359,AMDKP26,MCK60050S,Direct Cross
9360,AMV10310965,AMV4481,Direct Cross
9361,AMV10310965,AZRES900,Class of Trade Cross
9362,AMV10318429PK,BAH122521,Value Cross
9363,AMV10323320,AMV4484CS,Direct Cross
9364,AMV10324219,BAH1759,Class of Trade Cross
9365,AMV2161,BID0326076316,Value Cross
9366,AMV2161,BID417145,Value Cross
9367,AMV2161,DTG10SG,Value Cross
9368,AMV2161,JANUA870,Value Cross
9369,AMV2161,OTCU101,Direct Cross
9370,AMV2161,URLTCS300D,Direct Cross
9371,AMV2164,BID1008552,Class of Trade Cross
9372,AMV2184,MPHUA2GP,Direct Cross
9373,AMV2309,DTG5OB,Direct Cross
9374,AMV2309,OTCU51,Value Cross
9375,AMV2591,GEA13200,Class of Trade Cross
9376,AMV2803C,AMV2882,Direct Cross
9377,AMV2882,AMV2803C,Direct Cross
9378,AMV4205,MLAB87139,Direct Cross
9379,AMV4405,EPR3005,Class of Trade Cross
9380,AMV4405,FER4405,Direct Cross
9381,AMV4481,AMV10310965,Direct Cross
9382,AMV4484,AMV4484CS,Direct Cross
9383,AMV4484CS,AMV10323320,Direct Cross
9384,AMV4484CS,AMV4484,Direct Cross
9385,AMV5773,AMV5773CS,Similar Cross
9386,AMV5773CS,AMV5773,Similar Cross
9387,AMV5773CS,FSC22044296,Direct Cross
9388,AMV5773CS,GCO32018703,Similar Cross
9389,AMV7080Z,MPH1550,Similar Cross
9390,AMV7090G,HCSM70P,Class of Trade Cross
9391,AMV7090G,MPH1550,Similar Cross
9392,AMV7098AZ,MPH1550,Similar Cross
9393,AMV7109,MPH1560,Similar Cross
9394,AMV7110A,MPH1560,Class of Trade Cross
9395,AMV7111A,MPH1560,Class of Trade Cross
9396,AMV7309,MPH1550,Similar Cross
9397,AMV7310,MPH1550,Similar Cross
9398,AMV7311,MPH1550,Class of Trade Cross
9399,AMV7314,MPH1560,Similar Cross
9400,AMV7315,MPH1560,Class of Trade Cross
9401,AMV7553,MPH1540,Similar Cross
9402,AMV7825,MPH1545BT,Similar Cross
9403,AMV7917,MPH1540,Direct Cross
9404,AMY61222H,ENFIT12RAY,Direct Cross
9405,AMY62411ISOS,ENFIT24S,Direct Cross
9406,AMY81212,ENT1211B,Direct Cross
9407,AMY81255H,ENT1255B,Direct Cross
9408,AMYM111420,ENT151420,Direct Cross
9409,AMYM111425I,ENFIT331425,Direct Cross
9410,AMYM111820,ENT151820,Direct Cross
9411,AMYM111824I,ENFIT331825,Direct Cross
9412,AMYM111830,ENT151830,Direct Cross
9413,AMYM111834I,ENFIT331835,Direct Cross
9414,AMYM121824I,ENFIT331825,Direct Cross
9415,AMYM121844I,ENFIT331845,Direct Cross
9416,AMYM151220I,ENFIT331220,Direct Cross
9417,AMYM151223I,ENFIT331223,Direct Cross
9418,AMYM151427I,ENFIT331427,Direct Cross
9419,AMYM151610I,ENFIT331610,Direct Cross
9420,AMYM151617I,ENFIT331617,Direct Cross
9421,AMYM151623I,ENFIT331623,Direct Cross
9422,AMYM151635I,ENFIT331635,Direct Cross
9423,AMYM151827I,ENFIT331827,Direct Cross
9424,AMYM152017I,ENFIT332017,Direct Cross
9425,AMYM152044I,ENFIT332045,Direct Cross
9426,AMYM152415I,ENFIT332415,Direct Cross
9427,AMYM152425I,ENFIT332425,Direct Cross
9428,AMYNFT05055NI,ENFIT05050,Direct Cross
9429,AMYNFT08110NI,ENFIT08120S,Direct Cross
9430,ANB750224,DYND374081,Direct Cross
9431,ANB750224,NON801779,Class of Trade Cross
9432,ANB750226,DYND371603,Direct Cross
9433,ANC32XT,ANC52XT,Direct Cross
9434,ANC52XT,ANC32XT,Direct Cross
9435,AND7800,MMM2094N,Direct Cross
9436,AND7800,MSC6800,Direct Cross
9437,AND7800,MSC7800,Direct Cross
9438,AND7802,MMM2094N,Direct Cross
9439,AND7802,MMM2794N,Direct Cross
9440,AND7802,MSC6802,Direct Cross
9441,ANE20685965,MSG9665,Direct Cross
9442,ANE384231,BPAGHC61175,Similar Cross
9443,ANE384232,BPAGHC61185,Similar Cross
9444,ANE385727,MDS1284,Direct Cross
9445,ANE565716,MDS8084,Direct Cross
9446,ANE565717,MDS8085,Direct Cross
9447,ANE565718,MDS8086,Direct Cross
9448,ANE565719,MDS8087,Direct Cross
9449,ANE585834,MDS8084,Direct Cross
9450,ANE585835,CUR8103,Class of Trade Cross
9451,ANE585835,MDS8085,Direct Cross
9452,ANE585836,MDS8086,Direct Cross
9453,ANE585837,MDS8087,Direct Cross
9454,ANE6034300,CUR8105,Class of Trade Cross
9455,ANE6034300,FG3000,Direct Cross
9456,ANE972155CS,NON24274,Direct Cross
9457,ANNBIB741B,NON24356B,Direct Cross
9458,ANNDS5000,NON26899,Direct Cross
9459,ANNDS5000,USR10169294,Direct Cross
9460,ANNHER002CS,000000000000485601,Direct Cross
9461,ANNHER005CS,000000000000485602,Direct Cross
9462,ANNHER006CS,000000000000485603,Direct Cross
9463,ANNHER008CS,000000000000485604,Direct Cross
9464,ANNMIR160,MDS8083,Direct Cross
9465,ANNMIR166,MDS8086,Direct Cross
9466,ANNMT4,NON241278,Direct Cross
9467,ANNSHD935,MDS8085,Direct Cross
9468,ANNSHD935,MG6112,Class of Trade Cross
9469,ANNSHD938,MDS8087,Direct Cross
9470,ANNSLV338,CUR8107,Direct Cross
9471,ANNSPH2350,MPOP3X5,Direct Cross
9472,ANP18254DC,APO218101,Direct Cross
9473,ANP18263D,ANP18263DG,Direct Cross
9474,ANP18263DG,ANP18263D,Direct Cross
9475,ANP18264DC,ANP18264DG,Direct Cross
9476,ANP18264DG,ANP18264DC,Direct Cross
9477,ANP1827134D,ANP1827175DG,Direct Cross
9478,ANP1827175DG,ANP1827134D,Direct Cross
9479,ANP182725DC,ANP18426DC,Direct Cross
9480,ANP1827278D,ANP1827278DG,Direct Cross
9481,ANP1827278DG,ANP1827278D,Direct Cross
9482,ANP18272D,ANP18272DGCS,Direct Cross
9483,ANP18272DGCS,ANP18272D,Direct Cross
9484,ANP18426DC,ANP182725DC,Direct Cross
9485,ANP18596D,APO216706,Direct Cross
9486,ANP18698D,ANP18698DC,Direct Cross
9487,ANP18698DC,ANP18698D,Direct Cross
9488,ANP5100FCS,DYNJNC60FSM,Similar Cross
9489,ANRAS911,ANRAS919,Direct Cross
9490,ANRAS919,ANRAS911,Direct Cross
9491,ANS0F00022121,MDS0425551,Direct Cross
9492,ANS0F00822820,ANS8720ECL,Direct Cross
9493,ANS0F00822820,ANS8721ECL,Direct Cross
9494,ANS1035030,DYND300030S,Similar Cross
9495,ANS1035040,ANS1035240,Direct Cross
9496,ANS1035040,DYND300040S,Similar Cross
9497,ANS1035050,DYND300050S,Similar Cross
9498,ANS1035240,ANS1035040,Direct Cross
9499,ANS1036015,ANS1036215,Direct Cross
9500,ANS1036015,DYND300015S,Direct Cross
9501,ANS1036030,ANS1036230,Direct Cross
9502,ANS1036040,ANS1036240,Direct Cross
9503,ANS1036050,ANS1036250,Direct Cross
9504,ANS1036215,ANS1036015,Direct Cross
9505,ANS1036215,DYND300015S,Similar Cross
9506,ANS1036220,DYND300020S,Similar Cross
9507,ANS1036225,DYND300025S,Similar Cross
9508,ANS1036225,HUD300000025,Direct Cross
9509,ANS1036230,ANS1036030,Direct Cross
9510,ANS1036230,DYND300030S,Similar Cross
9511,ANS1036240,ANS1036040,Direct Cross
9512,ANS1036240,DYND300040S,Similar Cross
9513,ANS1036250,ANS1036050,Direct Cross
9514,ANS1036250,DYND300050S,Similar Cross
9515,ANS105002030,HCSCUFF0041,Value Cross
9516,ANS105002030S,HCSCUFF0041,Value Cross
9517,ANS655010015,B-F55010015,Direct Cross
9518,ANS8720ECL,ANS0F00822820,Direct Cross
9519,ANS8721ECL,ANS0F00822820,Direct Cross
9520,ANSAMAB3000,DYNJAACO2BAG,Direct Cross
9521,ANSAMAB3801,DYNJAACO2LF,Direct Cross
9522,ANT100201,ANT100202,Direct Cross
9523,ANT100202,ANT100201,Direct Cross
9524,ANT10533,MDS73512,Direct Cross
9525,ANT10604,ACGSTS5M,Direct Cross
9526,ANT10604,MDS78912,Direct Cross
9527,ANT10606,MDS78914,Direct Cross
9528,ANT10608,MDS78916,Direct Cross
9529,ANT10662,MDS72038,Direct Cross
9530,ANT10663CS,MDS72038,Direct Cross
9531,ANT10663CS,QTX30106,Direct Cross
9532,ANT1070033,NON25504,Direct Cross
9533,ANT1074737CS,NON25503,Direct Cross
9534,ANT1076737,NON256130,Class of Trade Cross
9535,ANT1076737,NON256132,Class of Trade Cross
9536,ANT1076737,NON256133QS,Direct Cross
9537,ANT11127,ANT11130,Direct Cross
9538,ANT11130,ANT11127,Direct Cross
9539,ANT11130,MEBGF411,Direct Cross
9540,ANT11130,QTX106473,Direct Cross
9541,ANT11130,QTX108150,Direct Cross
9542,ANT11130,QTX108152,Direct Cross
9543,ANT11130,QTX108156,Direct Cross
9544,ANT11130,QTX108157,Direct Cross
9545,ANT11130,QTX108158,Direct Cross
9546,ANT12305,DYNJ05918,Direct Cross
9547,ANT1298033,NON25509,Direct Cross
9548,ANT15215,DKL15215,Direct Cross
9549,ANT15215,NON25660,Direct Cross
9550,ANT15215,NON25660QS,Direct Cross
9551,ANT15215,PRM25600,Direct Cross
9552,ANT15600,NON256130,Class of Trade Cross
9553,ANT15600,NON256133QS,Direct Cross
9554,ANT17576,NON21600,Direct Cross
9555,ANT200113,GUE844023S,Value Cross
9556,ANT400101,ANT400108,Direct Cross
9557,ANT400101,BCC017344,Direct Cross
9558,ANT400108,ANT400101,Direct Cross
9559,ANT7665033,NON25700A,Direct Cross
9560,ANVAM39D,ANVAM39DNW,Similar Cross
9561,ANVAM39DNW,ANVAM39D,Similar Cross
9562,ANZ52161LWH,MEDMAMCOMP4,Direct Cross
9563,ANZ52161MWH,CURMAMCOMP2,Direct Cross
9564,ANZ52161XLWH,MEDMAMCOMP5,Direct Cross
9565,ANZ54460444RN,CURMAMCOMP7,Direct Cross
9566,ANZ54460532WH,CURMAMCOMP1,Similar Cross
9567,ANZ54460536WH,CURMAMCOMP2,Similar Cross
9568,ANZ54460536WH,CURMAMCOMP3,Direct Cross
9569,ANZ54460540WH,CURMAMCOMP3,Similar Cross
9570,ANZ54460540WH,CURMAMCOMP5,Direct Cross
9571,ANZ54460544WH,CURMAMCOMP4,Similar Cross
9572,ANZ54460544WH,CURMAMCOMP7,Direct Cross
9573,ANZ54460548WH,CURMAMCOMP5,Similar Cross
9574,ANZ54460548WH,CURMAMCOMP8,Direct Cross
9575,ANZ54460552WH,CURMAMCOMP6,Similar Cross
9576,ANZ54460552WH,CURMAMCOMP8,Direct Cross
9577,AOAGL3701,MDS0423510,Direct Cross
9578,AOD1662BX,HCS540,Similar Cross
9579,AOD1662BX,ZPP501,Similar Cross
9580,AOD7260,SGE7260,Direct Cross
9581,AOD7464,NON24356W,Direct Cross
9582,AOD8012,MDS090855,Direct Cross
9583,AODS50450,NON02325,Class of Trade Cross
9584,AOV404577,DYNJGWIRE20L,Direct Cross
9585,AP1000,XOD40580,Direct Cross
9586,AP1000ARMPRO,XOD40433CS,Direct Cross
9587,AP1000XL,XOD40583,Direct Cross
9588,AP1050,XOD40586,Direct Cross
9589,AP1050XL,XOD40585,Direct Cross
9590,AP1051XL,XOD40595,Direct Cross
9591,AP8MMN,CUICMS608,Direct Cross
9592,AP8MMN,DVDDSCUC32A,Direct Cross
9593,APC1288,MCKAPC1288,Direct Cross
9594,APC1289,CVCH2O004,Direct Cross
9595,APC1289,MCKAPC1289,Direct Cross
9596,APC1289,VCRAHPC548,Direct Cross
9597,APC1290,CVC6102312,Direct Cross
9598,APC1290,CVC6102313,Direct Cross
9599,APC1290,CVCH2O003,Similar Cross
9600,APC1290,GOMAPC1290,Direct Cross
9601,APC1290,MCKAPC1290,Direct Cross
9602,APC1290,SFRDAN33812,Similar Cross
9603,APC1290,SFRDAN33812WG,Similar Cross
9604,APC1290,SFRN33512NWG,Direct Cross
9605,APC1291,MCKAPC1291,Direct Cross
9606,APC1292,CVCH2O017,Direct Cross
9607,APC1292,MCKAPC1292,Direct Cross
9608,APC1292,VCRAHPC696,Direct Cross
9609,APC1292S,MCKAPC1292S,Direct Cross
9610,APC1296,MCKAPC1296,Direct Cross
9611,APC1308,MCKAPC1308,Direct Cross
9612,APC1416,AETIL246KIT,Direct Cross
9613,APC1416,MCKAPC1416,Direct Cross
9614,APL82219,MDS093941,Direct Cross
9615,APL82277K,MDS093944,Direct Cross
9616,APL82280B,APL82280TP,Similar Cross
9617,APL82280B,APL82281B,Similar Cross
9618,APL82280B,MDS032273Z,Value Cross
9619,APL82280TP,APL82280B,Similar Cross
9620,APL82281,MDS032280,Direct Cross
9621,APL82281B,APL82280B,Similar Cross
9622,APL82281B,MDS032280,Similar Cross
9623,APL82342K,MDS093940,Similar Cross
9624,APL82342K,MDS093944,Direct Cross
9625,APL82344K,MDS093944,Direct Cross
9626,APL82362K,MDS093945,Similar Cross
9627,APL82364K,MDS093945,Class of Trade Cross
9628,APLL1013,APLL10134S,Direct Cross
9629,APLL1013,MDS098001Z,Class of Trade Cross
9630,APLL1013,MDS098014,Similar Cross
9631,APLL10134S,APLL1013,Direct Cross
9632,APLL10134S,APLP1012BK,Direct Cross
9633,APLL10134S,MDS098014,Similar Cross
9634,APLL15401S,HH70GPACKET,Similar Cross
9635,APLL30015S,DYNDA2232A,Similar Cross
9636,APLL30115S,DKL885500,Direct Cross
9637,APLL30115S,DKL886250,Direct Cross
9638,APLL30115S,DYNDA2232A,Direct Cross
9639,APLP1012BK,APLL10134S,Direct Cross
9640,APLS11051S,MDS093810,Similar Cross
9641,APLS31015S,APLS31115S,Similar Cross
9642,APLS31015S,MDS093902,Similar Cross
9643,APLS31115S,APLS31015S,Similar Cross
9644,APLS31115S,MDS093902,Similar Cross
9645,APLT094185,APLT30191S,Similar Cross
9646,APLT30121S,NPKD41900,Direct Cross
9647,APLT30191S,APLT094185,Similar Cross
9648,APLT31121C,APLT31121S,Similar Cross
9649,APLT31121C,NPKD41900,Direct Cross
9650,APLT31121S,APLT31121C,Similar Cross
9651,APLT31121S,NPKD41900,Direct Cross
9652,APO000300PDR,MSCEDURULER,Value Cross
9653,APO011001PBX,DYNJVL02,Direct Cross
9654,APO011001PBX,DYNJVL12,Direct Cross
9655,APO011002PBX,DYNJVL11,Direct Cross
9656,APO011003PBX,DYNJVL14,Direct Cross
9657,APO011003PBX,QTX30714CS,Direct Cross
9658,APO011004PBX,DYNJVL13,Direct Cross
9659,APO011011PBX,DYNJVL02,Similar Cross
9660,APO011012PBX,DYNJVL01,Direct Cross
9661,APO011013PBX,DYNJVL04,Direct Cross
9662,APO011014PBX,DYNJVL03,Direct Cross
9663,APO011032PBX,DYNJVL11,Direct Cross
9664,APO011312PBX2,DYNJVL01,Direct Cross
9665,APO011313PBX,DYNJVL04,Direct Cross
9666,APO032001PBX,DYNJ01208,Direct Cross
9667,APO051004PBX,DYNJSBP5,Direct Cross
9668,APO051011PBX,DYNJSBR5,Direct Cross
9669,APO051012PBX,DYNJSBB5,Direct Cross
9670,APO051014PBX,DYNJSBW5,Direct Cross
9671,APO051015PBX,DYNJSBA5,Direct Cross
9672,APO052003PBX,DYNJSBY5,Direct Cross
9673,APO053003PBX,DYNJSBY5,Direct Cross
9674,APO061011PBX,MDSVS101,Direct Cross
9675,APO091001BBG,MDS30101,Direct Cross
9676,APO091002BBG,MDS30102,Direct Cross
9677,APO091003BBG,MDS30103,Direct Cross
9678,APO092007BBG,MDS30307B,Direct Cross
9679,APO092008BBG,KYS30308,Direct Cross
9680,APO092008BBG,MDS30408B,Direct Cross
9681,APO092013BBG,MMM13913,Class of Trade Cross
9682,APO092014BBG,MDS30404,Direct Cross
9683,APO092014BBG,MMM13913,Class of Trade Cross
9684,APO092015BBG,MDS30405,Direct Cross
9685,APO092016BBG,MDS30406B,Direct Cross
9686,APO092017BBG,MDS30407B,Direct Cross
9687,APO092017BBG,MMM13913,Class of Trade Cross
9688,APO092018BBG,MDS30408B,Direct Cross
9689,APO092019BBG,MDS30409B,Direct Cross
9690,APO092117BBG,MDS30407B,Direct Cross
9691,APO092118BBG,MDS30408B,Direct Cross
9692,APO093007BBG,MDS30807,Direct Cross
9693,APO093008BBG,MDS30208B,Direct Cross
9694,APO093011BBG,MDS30801,Direct Cross
9695,APO093012BBG,MDS30802,Direct Cross
9696,APO093013BBG,MDS30803,Direct Cross
9697,APO093014BBG,MDS30804,Direct Cross
9698,APO093015BBG,MDS30805,Direct Cross
9699,APO093016BBG,MDS30806,Direct Cross
9700,APO093017BBG,MDS30310,Class of Trade Cross
9701,APO093017BBG,MDS30807,Direct Cross
9702,APO093018BBG,MDS30310,Class of Trade Cross
9703,APO093018BBG,MDS30408B,Direct Cross
9704,APO093032BBG,MDS30602,Direct Cross
9705,APO093033BBG,MDS30603,Direct Cross
9706,APO093033BBG,SQPVDCG03,Direct Cross
9707,APO093034BBG,MDS30604,Direct Cross
9708,APO093035BBG,MDS30605,Direct Cross
9709,APO093037BBG,MDS30607,Direct Cross
9710,APO093037BBG,MMM13913,Class of Trade Cross
9711,APO094031BBG,MDS30411B,Direct Cross
9712,APO094032BBG,MDS30412B,Direct Cross
9713,APO094033BBG,MDS30413B,Direct Cross
9714,APO094034BBG,MDS30415B,Direct Cross
9715,APO094035BBG,MDS30416B,Direct Cross
9716,APO094036BBG,MDS30417B,Direct Cross
9717,APO096109BBG,MDS30903B,Direct Cross
9718,APO100000PDG,PDC1000,Direct Cross
9719,APO1002,DYNDS3000B,Value Cross
9720,APO100200PDG,DYNJSM01,Direct Cross
9721,APO100L00PDG,DYNJSM02,Direct Cross
9722,APO140020PDC,DYNJSM08,Class of Trade Cross
9723,APO151001EEA,MDST0201B,Direct Cross
9724,APO151001EEA,OXB151008,Similar Cross
9725,APO151007EEA,MDST0107B,Direct Cross
9726,APO151009,MDST0109B,Direct Cross
9727,APO152004EEA,MDST21041B,Direct Cross
9728,APO152009EEA,FM655K,Direct Cross
9729,APO216706,ANP18596D,Direct Cross
9730,APO218101,ANP18254DC,Direct Cross
9731,APO2201,DYND73021,Similar Cross
9732,APO2201,MDT223015,Class of Trade Cross
9733,APO2201,QTX30091,Direct Cross
9734,APO2202,DYND73021,Similar Cross
9735,APO2203,DYND73021,Similar Cross
9736,APO2203,MDT223025,Class of Trade Cross
9737,APO241010BBG,MDSBR10001B,Direct Cross
9738,APO241030BBG,MDSBR20053B,Direct Cross
9739,APO241035BBG,APO243004BBG,Direct Cross
9740,APO241035BBG,KYSPP18197,Direct Cross
9741,APO241045BBG,MDSBR20019B,Direct Cross
9742,APO241050BBG,KYSBR16472,Direct Cross
9743,APO241050BBG,MDSBR20019B,Direct Cross
9744,APO241055BBG,MDSBR20020B,Direct Cross
9745,APO241060BBG,MDSBR20021B,Direct Cross
9746,APO241060BBG,MDSBR3160,Class of Trade Cross
9747,APO243001BBG,EVSTOOL431,Direct Cross
9748,APO243001BBG,MDS88BRUSH,Direct Cross
9749,APO243004BBG,APO241035BBG,Direct Cross
9750,APO243004BBG,DYK1002DCB,Direct Cross
9751,APO244001BBG,MDS88BRUSH,Class of Trade Cross
9752,APO251004BBG,KYSWT0102,Direct Cross
9753,APO2700,DYNJSM11,Direct Cross
9754,APO2700BN,DYNJSM11,Direct Cross
9755,APO2700BN,DYNJSM13,Direct Cross
9756,APO2701,DYNJSM02,Class of Trade Cross
9757,APO2701,DYNJSM11,Direct Cross
9758,APO2701,DYNJSM11R,Direct Cross
9759,APO2715,DYNJSM11,Direct Cross
9760,APO2715,DYNJSM13,Direct Cross
9761,APO2715BN,DYNJSM13,Direct Cross
9762,APO2716BN,DYNJSMINI,Direct Cross
9763,APO2750,DYNJSM02,Direct Cross
9764,APO2900BN,DYNJSMINI,Direct Cross
9765,APO322160,BXTSU1301305,Similar Cross
9766,APO322160,DYNJWE1305,Direct Cross
9767,APO322214,DYNJWE1309,Direct Cross
9768,APO322214,DYNJWE2214,Direct Cross
9769,APO322229,DYNJWE2188,Direct Cross
9770,APO332187,DYNJWE2187,Class of Trade Cross
9771,APO332187,ETH2227,Direct Cross
